Crop,Soil_Type,N_Level,P_Level,K_Level,pH,Fertilizer_Name,N_Amount,P_Amount,K_Amount,Tips
Coffee,Red,High,Medium,High,5.8,Complex,150,80,150,"High nitrogen. Use magnesium and zinc."
Coffee,Alluvial,Medium,High,Medium,6.0,Urea,110,0,0,"Apply after harvest and before flowering."
Tea,Red,Medium,High,Medium,4.5,NPK,200,80,150,"Apply after pruning. Split nitrogen. Use potassium."
Tea,Red,High,Medium,High,4.5,Complex,250,100,180,"High nitrogen. Use magnesium to prevent yellowing."
Tea,Alluvial,Medium,High,Medium,4.5,Urea,180,0,0,"Split application. Use organic manure."
Rubber,Red,Medium,High,Medium,4.5,NPK,120,60,120,"Apply during rainy season. Use potassium for latex."
Rubber,Red,High,Medium,High,4.5,Complex,150,80,150,"Split application. Use magnesium for leaf health."
Rubber,Alluvial,Medium,High,Medium,4.5,Urea,100,0,0,"Apply at onset of rainy season."
Coconut,Red,Medium,High,Medium,6.5,NPK,120,60,150,"Apply in two splits. High potash for nut yield."
Coconut,Red,High,Medium,High,6.0,Complex,150,80,180,"Apply during monsoon. Use magnesium for leaf health."
Coconut,Alluvial,Medium,High,Medium,6.5,Urea,100,0,0,"Apply at flowering and nut development."
Arecanut,Red,Medium,High,Medium,6.0,NPK,100,50,100,"Apply in splits. Use potassium for nut quality."
Arecanut,Red,High,Medium,High,5.8,Complex,120,60,120,"High potash. Use organic manure."
Arecanut,Alluvial,Medium,High,Medium,6.0,Urea,90,0,0,"Apply at flowering and nut filling."
Cashew,Red,Medium,High,Medium,6.0,NPK,80,40,80,"Apply after harvest. Use boron for nut set."
Cashew,Red,High,Medium,High,5.8,Complex,100,50,100,"Split application. Use magnesium for leaf health."
Cashew,Alluvial,Medium,High,Medium,6.0,Urea,70,0,0,"Apply at flowering and nut development."
Turmeric,Red,Medium,High,Medium,6.5,NPK,80,40,80,"Apply at planting. Top dress at 60 days. Use organic manure."
Turmeric,Red,High,Medium,High,6.0,Complex,100,50,100,"High potash for rhizome yield. Use magnesium and boron."
Turmeric,Alluvial,Medium,High,Medium,6.5,Urea,70,0,0,"Split application. Use potash at rhizome development."
Ginger,Red,Medium,High,Medium,6.0,NPK,80,40,80,"Apply at planting. Split nitrogen. Use organic manure."
Ginger,Red,High,Medium,High,5.8,Complex,100,50,100,"High potash for rhizome quality. Use magnesium and zinc."
Ginger,Alluvial,Medium,High,Medium,6.0,Urea,70,0,0,"Apply at planting and 45 days after."
SweetPotato,Alluvial,Low,Medium,High,6.0,Urea,50,0,0,"Apply at planting. Top dress at 30 days."
SweetPotato,Alluvial,Medium,High,Medium,6.3,DAP,0,50,0,"Apply basal. Use potash for tuber size."
SweetPotato,Red,Low,Medium,High,6.0,Urea,45,0,0,"Split application. Use organic manure."
Cassava,Alluvial,Low,Medium,High,5.5,Urea,60,0,0,"Split: 50% planting, 50% at 2 months."
Cassava,Alluvial,Medium,High,Medium,5.8,NPK,50,50,60,"Apply basal. Use potassium for tuber quality."
Cassava,Red,Low,Medium,High,5.5,Urea,55,0,0,"Apply at planting and 60 days."
Yam,Alluvial,Low,Medium,High,6.0,NPK,70,40,70,"Apply at planting. Top dress at vine development."
Yam,Alluvial,Medium,High,Medium,6.3,DAP,0,55,0,"Band placement. Use potash at bulking."
Yam,Red,Low,Medium,High,6.0,Urea,65,0,0,"Split application. Use organic mulch."
Taro,Alluvial,Low,Medium,High,6.0,Urea,60,0,0,"Apply at planting and corm initiation."
Taro,Alluvial,Medium,High,Medium,6.3,NPK,50,40,50,"Use potash for corm size. Avoid high nitrogen."
Taro,Red,Low,Medium,High,6.0,Urea,55,0,0,"Split application. Use organic manure."
Watermelon,Alluvial,Low,Medium,High,6.5,Urea,40,0,0,"Apply at sowing and vine development."
Watermelon,Alluvial,Medium,High,Medium,6.8,NPK,30,40,40,"Use phosphorus for flowering. Potash for sweetness."
Watermelon,Red,Low,Medium,High,6.5,Urea,35,0,0,"Split application. Use drip irrigation."
Muskmelon,Alluvial,Low,Medium,High,6.5,Urea,35,0,0,"Split application. Use organic manure."
Muskmelon,Alluvial,Medium,High,Medium,6.8,DAP,0,40,0,"Apply basal. Use boron for fruit set."
Muskmelon,Red,Low,Medium,High,6.5,Urea,30,0,0,"Apply at sowing and flowering."
Cucumber,Alluvial,Low,Medium,High,6.5,Urea,40,0,0,"Apply at planting and flowering."
Cucumber,Alluvial,Medium,High,Medium,6.8,NPK,30,40,40,"Use potash for fruit quality. Calcium for firmness."
Cucumber,Red,Low,Medium,High,6.5,Urea,35,0,0,"Split application. Use trellis for support."
Pumpkin,Alluvial,Low,Medium,High,6.5,Urea,35,0,0,"Apply at sowing and vine development."
Pumpkin,Alluvial,Medium,High,Medium,6.8,SSP,0,45,0,"Use superphosphate. Apply potash at fruit set."
Pumpkin,Red,Low,Medium,High,6.5,Urea,30,0,0,"Apply at planting and flowering."
BitterGourd,Alluvial,Low,Medium,High,6.5,Urea,45,0,0,"Split application. Use organic manure."
BitterGourd,Alluvial,Medium,High,Medium,6.8,NPK,40,40,40,"Apply basal. Top dress at flowering."
BitterGourd,Red,Low,Medium,High,6.5,Urea,40,0,0,"Apply at sowing and vine growth."
BottleGourd,Alluvial,Low,Medium,High,6.5,Urea,40,0,0,"Apply at planting and vine growth."
BottleGourd,Alluvial,Medium,High,Medium,6.8,DAP,0,45,0,"Band placement. Use potash for fruit size."
BottleGourd,Red,Low,Medium,High,6.5,Urea,35,0,0,"Split application. Use organic manure."
RidgeGourd,Alluvial,Low,Medium,High,6.5,Urea,35,0,0,"Apply at sowing and flowering."
RidgeGourd,Alluvial,Medium,High,Medium,6.8,NPK,30,35,35,"Balanced application. Use boron."
Spinach,Alluvial,High,Medium,High,6.5,Urea,50,0,0,"Apply at sowing and after each cut."
Spinach,Alluvial,Medium,High,Medium,6.8,NPK,40,40,40,"Use high nitrogen for leafy growth."
Spinach,Red,High,Medium,High,6.5,Urea,45,0,0,"Split application. Use organic manure."
Amaranthus,Alluvial,High,Medium,High,6.5,Urea,55,0,0,"Apply after each harvest. Use organic manure."
Amaranthus,Alluvial,Medium,High,Medium,6.8,Complex,35,35,35,"Frequent light applications. Avoid bolting."
Amaranthus,Red,High,Medium,High,6.5,Urea,50,0,0,"Apply at sowing and after cutting."
Coriander,Alluvial,Medium,High,Medium,6.5,Urea,30,0,0,"Apply at sowing and after first cutting."
Coriander,Alluvial,Low,Medium,High,6.8,DAP,0,35,0,"Use phosphorus for seed production."
Coriander,Red,Medium,High,Medium,6.5,Urea,25,0,0,"Split application. Use slow-release."
Fenugreek,Alluvial,Medium,High,Medium,6.5,Urea,25,0,0,"Light application. Legume fixes nitrogen."
Fenugreek,Alluvial,Low,Medium,High,6.8,SSP,0,30,0,"Apply superphosphate. Use organic manure."
Fenugreek,Red,Medium,High,Medium,6.5,Urea,20,0,0,"Apply at sowing only."
Mint,Alluvial,High,Medium,High,6.5,Urea,60,0,0,"Apply after each harvest. Use slow-release."
Mint,Alluvial,Medium,High,Medium,6.8,NPK,50,40,40,"Balanced application. Avoid waterlogging."
Mint,Red,High,Medium,High,6.5,Urea,55,0,0,"Split application. Use organic manure."
Lemon,Alluvial,Medium,High,Medium,6.5,NPK,90,50,90,"Apply in spring and summer. Use zinc."
Lemon,Alluvial,High,Medium,High,6.0,Complex,110,60,110,"Split application. Use boron for fruit quality."
Lemon,Red,Medium,High,Medium,6.5,Urea,80,0,0,"Apply at flowering and fruit set."
Guava,Alluvial,Medium,High,Medium,6.5,NPK,100,50,100,"Apply after harvest and before flowering."
Guava,Alluvial,High,Medium,High,6.0,Complex,120,60,120,"High potash for fruit quality. Use zinc."
Guava,Red,Medium,High,Medium,6.5,Urea,90,0,0,"Split application. Use organic manure."
Papaya,Alluvial,Medium,High,Medium,6.5,NPK,120,60,120,"Apply every 2 months. Use boron for fruit set."
Papaya,Alluvial,High,Medium,High,6.0,Complex,140,70,140,"Split application. Use magnesium."
Papaya,Red,Medium,High,Medium,6.5,Urea,110,0,0,"Apply at planting and every 2 months."
Pomegranate,Alluvial,Medium,High,Medium,6.5,NPK,110,60,110,"Apply after harvest and at flowering."
Pomegranate,Alluvial,High,Medium,High,6.0,Complex,130,70,130,"Use boron and zinc for fruit quality."
Pomegranate,Red,Medium,High,Medium,6.5,Urea,100,0,0,"Split application. Use potash at fruit development."
Jackfruit,Alluvial,Medium,High,Medium,6.5,NPK,90,50,90,"Apply twice yearly. Use potassium for fruit quality."
Jackfruit,Red,Medium,High,Medium,6.5,Urea,80,0,0,"Apply at flowering and fruit development."
Litchi,Alluvial,Medium,High,Medium,6.0,NPK,100,50,80,"Apply after harvest and before flowering. Use boron."
Litchi,Red,Medium,High,Medium,6.0,Urea,90,0,0,"Split application. Use zinc for fruit set."
Strawberry,Loamy,Medium,High,Medium,6.0,NPK,60,40,60,"Apply at planting and after each harvest. Use boron."
Strawberry,Sandy,High,Medium,High,5.8,Complex,70,50,70,"High potash for fruit quality. Use drip irrigation."
Strawberry,Clayey,Medium,High,Medium,6.0,Urea,50,0,0,"Split application. Avoid waterlogging."
Strawberry,Red,Medium,High,Medium,6.0,NPK,55,35,55,"Apply basal. Top dress at flowering."
Strawberry,Alluvial,Medium,High,Medium,6.0,Urea,45,0,0,"Apply at planting and after harvest."
Blueberry,Sandy,Medium,High,Medium,4.8,NPK,50,40,50,"Use acid-loving fertilizer. Apply in spring."
Blueberry,Loamy,High,Medium,High,4.5,Complex,60,50,60,"High potash. Use ammonium sulfate for acidity."
Blueberry,Red,Medium,High,Medium,4.8,Urea,45,0,0,"Split application. Use organic mulch."
Raspberry,Loamy,Medium,High,Medium,5.8,NPK,70,40,70,"Apply in spring. Use boron for fruit set."
Raspberry,Sandy,High,Medium,High,5.5,Complex,80,50,80,"High potash. Use organic manure."
Raspberry,Red,Medium,High,Medium,5.8,Urea,60,0,0,"Apply at flowering and fruit development."
Blackberry,Loamy,Medium,High,Medium,5.8,NPK,65,40,65,"Apply in early spring. Use zinc."
Blackberry,Clayey,High,Medium,High,5.5,Complex,75,50,75,"Split application. Use organic mulch."
Currant,Loamy,Medium,High,Medium,6.0,NPK,60,40,60,"Apply after harvest. Use potassium for fruit quality."
Currant,Sandy,High,Medium,High,5.8,Complex,70,50,70,"Apply in spring. Use magnesium."
Gooseberry,Loamy,Medium,High,Medium,6.0,NPK,55,35,55,"Apply at flowering. Use boron."
Gooseberry,Clayey,High,Medium,High,5.8,Complex,65,45,65,"High potash. Use organic manure."
Kiwi,Loamy,Medium,High,Medium,6.0,NPK,90,50,90,"Apply in spring. High potash for fruit quality."
Kiwi,Sandy,High,Medium,High,5.8,Complex,100,60,100,"Split application. Use zinc and boron."
Kiwi,Red,Medium,High,Medium,6.0,Urea,80,0,0,"Apply at flowering and fruit development."
PassionFruit,Loamy,Medium,High,Medium,6.0,NPK,80,40,80,"Apply every 2 months. Use potassium."
PassionFruit,Sandy,High,Medium,High,5.8,Complex,90,50,90,"Split application. Use organic manure."
PassionFruit,Red,Medium,High,Medium,6.0,Urea,70,0,0,"Apply at planting and flowering."
DragonFruit,Sandy,Medium,High,Medium,6.0,NPK,70,40,70,"Apply at planting and after flowering."
DragonFruit,Loamy,High,Medium,High,5.8,Complex,80,50,80,"High potash for fruit quality. Use organic manure."
DragonFruit,Red,Medium,High,Medium,6.0,Urea,60,0,0,"Split application. Use drip irrigation."
Avocado,Loamy,Medium,High,Medium,6.0,NPK,100,50,100,"Apply in spring. Use zinc and boron."
Avocado,Sandy,High,Medium,High,5.8,Complex,120,60,120,"Split application. Use magnesium."
Avocado,Red,Medium,High,Medium,6.0,Urea,90,0,0,"Apply at flowering and fruit set."
Walnut,Loamy,Medium,High,Medium,6.5,NPK,120,60,120,"Apply in early spring. Use zinc."
Walnut,Clayey,High,Medium,High,6.0,Complex,140,70,140,"High potash. Use boron for nut fill."
Almond,Loamy,Medium,High,Medium,6.5,NPK,110,60,110,"Apply after harvest and before flowering."
Almond,Sandy,High,Medium,High,6.0,Complex,130,70,130,"Split application. Use zinc and boron."
Pistachio,Sandy,Medium,High,Medium,7.0,NPK,100,50,100,"Apply in spring. Use zinc for flowering."
Pistachio,Loamy,High,Medium,High,6.8,Complex,120,60,120,"High potash. Use boron for nut quality."
CashewNut,Loamy,Medium,High,Medium,6.0,NPK,80,40,80,"Apply after harvest. Use zinc."
CashewNut,Sandy,High,Medium,High,5.8,Complex,100,50,100,"Split application. Use magnesium."
Hazelnut,Loamy,Medium,High,Medium,6.0,NPK,90,50,90,"Apply in spring. Use boron."
Hazelnut,Clayey,High,Medium,High,5.8,Complex,110,60,110,"High potash. Use organic manure."
Pecan,Loamy,Medium,High,Medium,6.5,NPK,130,60,130,"Apply in early spring. Use zinc."
Pecan,Sandy,High,Medium,High,6.0,Complex,150,70,150,"Split application. Use boron."
Chestnut,Sandy,Medium,High,Medium,5.5,NPK,80,40,80,"Apply in spring. Use potassium."
Chestnut,Loamy,High,Medium,High,5.2,Complex,100,50,100,"High potash. Use organic manure."
Fig,Loamy,Medium,High,Medium,6.5,NPK,70,40,70,"Apply in spring and summer. Use boron."
Fig,Sandy,High,Medium,High,6.0,Complex,90,50,90,"Split application. Use calcium."
Fig,Red,Medium,High,Medium,6.5,Urea,60,0,0,"Apply at flowering and fruit development."
DatePalm,Sandy,Medium,High,Medium,7.5,NPK,150,60,150,"Apply in spring and autumn. High potash."
DatePalm,Loamy,High,Medium,High,7.0,Complex,180,80,180,"Split application. Use zinc and boron."
DatePalm,Red,Medium,High,Medium,7.5,Urea,130,0,0,"Apply at flowering and fruit set."
Olive,Loamy,Medium,High,Medium,7.0,NPK,100,50,100,"Apply in early spring. Use boron."
Olive,Sandy,High,Medium,High,6.8,Complex,120,60,120,"Split application. Use zinc."
Olive,Red,Medium,High,Medium,7.0,Urea,90,0,0,"Apply after harvest and before flowering."



Carrot,Loamy,Medium,High,Medium,6.5,NPK,50,40,60,"Apply at sowing. Top dress at root initiation. Use potash for root quality."
Carrot,Sandy,High,Medium,High,6.0,Complex,60,50,70,"Split nitrogen. Use boron for root shape."
Carrot,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Avoid waterlogging."
Carrot,Red,Medium,High,Medium,6.5,SSP,0,45,0,"Apply superphosphate at sowing. Use potash."
Carrot,Alluvial,High,Medium,High,6.0,Urea,55,0,0,"Split application. Use organic manure."
Radish,Loamy,Medium,High,Medium,6.5,NPK,40,30,40,"Apply at sowing. Top dress at root development."
Radish,Sandy,High,Medium,High,6.0,Complex,50,40,50,"Use potash for root quality. Avoid high nitrogen."
Radish,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply at sowing only. Use organic manure."
Radish,Red,Medium,High,Medium,6.5,DAP,0,35,0,"Apply DAP at sowing. Use boron."
Radish,Alluvial,High,Medium,High,6.0,Urea,45,0,0,"Split application. Avoid late nitrogen."
Beetroot,Loamy,Medium,High,Medium,6.5,NPK,45,35,50,"Apply at sowing. Use potash for root color."
Beetroot,Sandy,High,Medium,High,6.0,Complex,55,45,60,"Split nitrogen. Use boron for root quality."
Beetroot,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Use organic manure."
Beetroot,Red,Medium,High,Medium,6.5,DAP,0,40,0,"Apply DAP at sowing. Use potash."
Beetroot,Alluvial,High,Medium,High,6.0,Urea,50,0,0,"Apply at sowing and root initiation."
Turnip,Loamy,Medium,High,Medium,6.5,NPK,40,30,40,"Apply at sowing. Use potash for root quality."
Turnip,Sandy,High,Medium,High,6.0,Complex,50,40,50,"Split application. Use boron."
Turnip,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply at sowing only. Avoid waterlogging."
Turnip,Red,Medium,High,Medium,6.5,SSP,0,35,0,"Apply superphosphate. Use organic manure."
Parsnip,Loamy,Medium,High,Medium,6.5,NPK,45,35,45,"Apply at sowing. Use potash for root development."
Parsnip,Sandy,High,Medium,High,6.0,Complex,55,45,55,"Split nitrogen. Use boron."
Parsnip,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Use organic manure."
Celery,Loamy,Medium,High,Medium,6.5,NPK,60,40,50,"Apply at transplanting. Top dress at 30 days."
Celery,Sandy,High,Medium,High,6.0,Complex,70,50,60,"Split nitrogen. Use calcium for crispness."
Celery,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Avoid waterlogging."
Celery,Red,Medium,High,Medium,6.5,DAP,0,45,0,"Apply DAP at transplanting. Use potash."
Asparagus,Loamy,Medium,High,Medium,6.5,NPK,80,50,80,"Apply in spring. High potash for spear quality."
Asparagus,Sandy,High,Medium,High,6.0,Complex,100,60,100,"Split application. Use organic manure."
Asparagus,Clayey,Low,Medium,High,6.8,Urea,70,0,0,"Apply after harvest and before spring."
Asparagus,Red,Medium,High,Medium,6.5,SSP,0,55,0,"Apply superphosphate. Use zinc."
Artichoke,Loamy,Medium,High,Medium,6.5,NPK,70,40,60,"Apply at planting. Top dress at bud formation."
Artichoke,Sandy,High,Medium,High,6.0,Complex,80,50,70,"Split nitrogen. Use boron for bud quality."
Artichoke,Clayey,Low,Medium,High,6.8,Urea,60,0,0,"Apply in splits. Use organic manure."
Leeks,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at transplanting. Top dress at 30 days."
Leeks,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for stem quality."
Leeks,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Shallots,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at planting. Top dress at bulb initiation."
Shallots,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for bulb quality."
Shallots,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Shallots,Red,Medium,High,Medium,6.5,DAP,0,45,0,"Apply DAP at planting. Use zinc."
Garlic,Loamy,Medium,High,Medium,6.5,NPK,50,40,60,"Apply at planting. Top dress at clove initiation."
Garlic,Sandy,High,Medium,High,6.0,Complex,60,50,70,"Split nitrogen. Use potash for bulb quality."
Garlic,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Avoid waterlogging."
Garlic,Red,Medium,High,Medium,6.5,SSP,0,45,0,"Apply superphosphate. Use sulfur."
Garlic,Alluvial,High,Medium,High,6.0,Urea,55,0,0,"Apply at planting and 30 days after."
Broccoli,Loamy,Medium,High,Medium,6.5,NPK,70,40,60,"Apply at transplanting. Top dress at head formation."
Broccoli,Sandy,High,Medium,High,6.0,Complex,80,50,70,"Split nitrogen. Use boron for head quality."
Broccoli,Clayey,Low,Medium,High,6.8,Urea,60,0,0,"Apply in splits. Use organic manure."
Broccoli,Red,Medium,High,Medium,6.5,DAP,0,50,0,"Apply DAP at transplanting. Use potash."
Broccoli,Alluvial,High,Medium,High,6.0,Urea,65,0,0,"Split application. Use calcium for head firmness."
BrusselsSprouts,Loamy,Medium,High,Medium,6.5,NPK,80,50,70,"Apply at transplanting. Top dress at sprout formation."
BrusselsSprouts,Sandy,High,Medium,High,6.0,Complex,90,60,80,"Split nitrogen. Use boron for sprout quality."
BrusselsSprouts,Clayey,Low,Medium,High,6.8,Urea,70,0,0,"Apply in splits. Use organic manure."
Kale,Loamy,Medium,High,Medium,6.5,NPK,60,40,50,"Apply at transplanting. Top dress after each harvest."
Kale,Sandy,High,Medium,High,6.0,Complex,70,50,60,"Split nitrogen. Use calcium for leaf quality."
Kale,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use organic manure."
CollardGreens,Loamy,Medium,High,Medium,6.5,NPK,55,40,50,"Apply at transplanting. Top dress after each harvest."
CollardGreens,Sandy,High,Medium,High,6.0,Complex,65,50,60,"Split nitrogen. Use organic manure."
CollardGreens,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use calcium."
SwissChard,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at sowing. Top dress after each harvest."
SwissChard,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for leaf color."
SwissChard,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Endive,Loamy,Medium,High,Medium,6.5,NPK,45,35,45,"Apply at transplanting. Top dress at 30 days."
Endive,Sandy,High,Medium,High,6.0,Complex,55,45,55,"Split nitrogen. Use potash for leaf quality."
Endive,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Use organic manure."
Arugula,Loamy,Medium,High,Medium,6.5,NPK,35,30,35,"Apply at sowing. Top dress after each harvest."
Arugula,Sandy,High,Medium,High,6.0,Complex,45,40,45,"Split nitrogen. Use organic manure."
Arugula,Clayey,Low,Medium,High,6.8,Urea,30,0,0,"Apply in splits. Avoid overfertilization."
MustardGreens,Loamy,Medium,High,Medium,6.5,NPK,50,35,40,"Apply at sowing. Top dress after each harvest."
MustardGreens,Sandy,High,Medium,High,6.0,Complex,60,45,50,"Split nitrogen. Use organic manure."
MustardGreens,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use calcium."
Watercress,Loamy,Medium,High,Medium,6.5,NPK,40,30,40,"Apply at planting. Top dress after each harvest."
Watercress,Sandy,High,Medium,High,6.0,Complex,50,40,50,"Split nitrogen. Keep soil moist."
Watercress,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply in splits. Use organic manure."
Rhubarb,Loamy,Medium,High,Medium,6.0,NPK,70,40,70,"Apply in spring. High potash for stalk quality."
Rhubarb,Sandy,High,Medium,High,5.8,Complex,80,50,80,"Split nitrogen. Use organic manure."
Rhubarb,Clayey,Low,Medium,High,6.0,Urea,60,0,0,"Apply after harvest and before spring."
Horseradish,Loamy,Medium,High,Medium,6.0,NPK,60,40,60,"Apply at planting. Use potash for root quality."
Horseradish,Sandy,High,Medium,High,5.8,Complex,70,50,70,"Split nitrogen. Use organic manure."
Horseradish,Clayey,Low,Medium,High,6.0,Urea,50,0,0,"Apply in splits. Avoid waterlogging."
JerusalemArtichoke,Loamy,Medium,High,Medium,6.0,NPK,50,40,50,"Apply at planting. Use potash for tuber quality."
JerusalemArtichoke,Sandy,High,Medium,High,5.8,Complex,60,50,60,"Split nitrogen. Use organic manure."
JerusalemArtichoke,Clayey,Low,Medium,High,6.0,Urea,45,0,0,"Apply at planting only."
Jicama,Sandy,Medium,High,Medium,6.0,NPK,50,40,50,"Apply at planting. Use potash for tuber quality."
Jicama,Loamy,High,Medium,High,5.8,Complex,60,50,60,"Split nitrogen. Use organic manure."
Jicama,Clayey,Low,Medium,High,6.0,Urea,45,0,0,"Apply in splits. Avoid waterlogging."
Kohlrabi,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at transplanting. Top dress at bulb swelling."
Kohlrabi,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for bulb quality."
Kohlrabi,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Celeriac,Loamy,Medium,High,Medium,6.5,NPK,55,40,55,"Apply at transplanting. Use potash for root quality."
Celeriac,Sandy,High,Medium,High,6.0,Complex,65,50,65,"Split nitrogen. Use boron."
Celeriac,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use organic manure."
Salsify,Loamy,Medium,High,Medium,6.5,NPK,45,35,45,"Apply at sowing. Use potash for root quality."
Salsify,Sandy,High,Medium,High,6.0,Complex,55,45,55,"Split nitrogen. Use organic manure."
Salsify,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Avoid waterlogging."
Scorzonera,Loamy,Medium,High,Medium,6.5,NPK,45,35,45,"Apply at sowing. Use potash for root quality."
Scorzonera,Sandy,High,Medium,High,6.0,Complex,55,45,55,"Split nitrogen. Use organic manure."
Scorzonera,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits."
Cardoon,Loamy,Medium,High,Medium,6.5,NPK,60,40,60,"Apply at planting. Top dress at stem development."
Cardoon,Sandy,High,Medium,High,6.0,Complex,70,50,70,"Split nitrogen. Use potash."
Cardoon,Clayey,Low,Medium,High,6.8,Urea,50,0,0,"Apply in splits. Use organic manure."
Fennel,Loamy,Medium,High,Medium,6.5,NPK,50,40,50,"Apply at sowing. Top dress at bulb formation."
Fennel,Sandy,High,Medium,High,6.0,Complex,60,50,60,"Split nitrogen. Use potash for bulb quality."
Fennel,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Use organic manure."
Dill,Loamy,Medium,High,Medium,6.5,NPK,40,30,40,"Apply at sowing. Top dress after each harvest."
Dill,Sandy,High,Medium,High,6.0,Complex,50,40,50,"Split nitrogen. Use organic manure."
Dill,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply in splits."
Parsley,Loamy,Medium,High,Medium,6.5,NPK,45,35,45,"Apply at sowing. Top dress after each harvest."
Parsley,Sandy,High,Medium,High,6.0,Complex,55,45,55,"Split nitrogen. Use organic manure."
Parsley,Clayey,Low,Medium,High,6.8,Urea,40,0,0,"Apply in splits. Use calcium."
Basil,Loamy,Medium,High,Medium,6.5,NPK,40,30,40,"Apply at transplanting. Top dress after each harvest."
Basil,Sandy,High,Medium,High,6.0,Complex,50,40,50,"Split nitrogen. Use organic manure."
Basil,Clayey,Low,Medium,High,6.8,Urea,35,0,0,"Apply in splits. Avoid waterlogging."
Cilantro,Loamy,Medium,High,Medium,6.5,NPK,35,30,35,"Apply at sowing. Top dress after each harvest."
Cilantro,Sandy,High,Medium,High,6.0,Complex,45,40,45,"Split nitrogen. Use organic manure."
Cilantro,Clayey,Low,Medium,High,6.8,Urea,30,0,0,"Apply in splits. Avoid bolting."
Oregano,Loamy,Medium,High,Medium,6.5,NPK,30,25,30,"Apply at planting. Light feeding only."
Oregano,Sandy,High,Medium,High,6.0,Complex,40,35,40,"Split nitrogen. Use organic manure."
Oregano,Clayey,Low,Medium,High,6.8,Urea,25,0,0,"Apply in splits. Drought tolerant."
Thyme,Loamy,Medium,High,Medium,6.5,NPK,25,25,25,"Apply at planting. Low fertilizer requirement."
Thyme,Sandy,High,Medium,High,6.0,Complex,35,35,35,"Light feeding. Use organic manure."
Thyme,Clayey,Low,Medium,High,6.8,Urea,20,0,0,"Apply once per season."
Rosemary,Loamy,Medium,High,Medium,6.5,NPK,30,25,30,"Apply at planting. Low fertilizer need."
Rosemary,Sandy,High,Medium,High,6.0,Complex,40,35,40,"Split nitrogen. Use organic manure."
Rosemary,Clayey,Low,Medium,High,6.8,Urea,25,0,0,"Apply in spring only."
Sage,Loamy,Medium,High,Medium,6.5,NPK,25,25,25,"Apply at planting. Low requirement."
Sage,Sandy,High,Medium,High,6.0,Complex,35,35,35,"Light feeding. Use organic manure."
Sage,Clayey,Low,Medium,High,6.8,Urea,20,0,0,"Apply once per year."
MintVariety,Loamy,Medium,High,Medium,6.5,NPK,50,35,45,"Apply after each harvest. High nitrogen need."
MintVariety,Sandy,High,Medium,High,6.0,Complex,60,45,55,"Split nitrogen. Use organic manure."
MintVariety,Clayey,Low,Medium,High,6.8,Urea,45,0,0,"Apply in splits. Control spreading."
Lavender,Sandy,Medium,Low,Medium,7.0,NPK,20,20,20,"Low fertilizer need. Avoid high nitrogen."
Lavender,Loamy,Low,Medium,High,6.8,SSP,0,25,0,"Apply superphosphate. Use organic manure."
Lavender,Clayey,Medium,Low,Medium,7.2,Urea,15,0,0,"Light application. Well-drained soil needed."
Chamomile,Loamy,Medium,Low,Medium,6.5,NPK,20,20,20,"Light feeding. Apply at planting."
Chamomile,Sandy,Low,Medium,High,6.0,SSP,0,20,0,"Use superphosphate. Low nitrogen."
Chamomile,Clayey,Medium,Low,Medium,6.8,Urea,15,0,0,"Apply once. Avoid overfertilization."
